sector_en,sector_ar,sector_code,division_ar,division_code,group_ar,group_code,class_en,class_ar,class_code
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M74,"Other professional, scientific and technical activities n.e.c.",  الأنشطة المهنية والعلمية والتقنية الأخرى غير المصنّفة في موضع آخر,M7490
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M75,Veterinary activities,  الأنشطة البيطرية,M7500
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,Renting and leasing of motor vehicles,  تأجير المركبات ذات المحرّكات,N7710
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,Renting and leasing of recreational and sports goods, تأجير السلع الترفيهية والرياضية,N7721
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,Renting of video tapes and disks, تأجير شرائط وأقراص الفيديو,N7722
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,Renting and leasing of other personal and household goods, تأجير السلع الشخصية والمنزلية الأخرى,N7729
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,"Renting and leasing of other machinery, equipment and tangible goods", تأجير الآلات والمعدات الأخرى والسلع الحقيقية,N7730
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N77,"Leasing of intellectual property and similar products, except copyrighted works",  تأجير منتجات الملكية الفكرية وما شابهها، فيما عدا الأعمال المحمية بحقوق النشر,N7740
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N78,Activities of employment placement agencies, أنشطة وكالات التشغيل,N7810
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N78,Temporary employment agency activities,  أنشطة وكالات التشغيل المؤقت,N7820
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N78,Other human resources provision, تقديم موارد بشرية أخرى,N7830
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N79,Travel agency activities, أنشطة وكالات السفر,N7911
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N79,Tour operator activities, أنشطة مشغلي الجولات السياحية,N7912
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N7,,N79,Other reservation service and related activities,  خدمات الحجز الأخرى والأنشطة المتصلة بها,N7990
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N80,Private security activities, أنشطة الأمن الخاصة,N8010
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N80,Security systems service activities,  أنشطة خدمات نُظم الأمن,N8020
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N80,Investigation activities, أنشطة التحقيقات,N8030
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N81,Combined facilities support activities, أنشطة متكاملة لدعم المرافق,N8110
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N81,General cleaning of buildings, التنظيف العام للمباني,N8121
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N81,Other building and industrial cleaning activities, أنشطة تنظيف المباني والتنظيف الصناعي الأخرى,N8129
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N81,Landscape care and maintenance service activities,  الأنشطة المتعلقة بخدمة وصيانة تجميل المواقع,N8130
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Combined office administrative service activities, أنشطة الخدمات الإدارية المتكاملة للمكاتب,N8211
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,"Photocopying, document preparation and other specialized office support activities", تصوير المستندات وتحضير الوثائق وغيرها من أنشطة الدعم المتخصصة للمكاتب,N8219
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Activities of call centres, أنشطة مراكز النداء,N8220
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Organization of conventions and trade shows,  تنظيم المؤتمرات والمعارض التجارية,N8230
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Activities of collection agencies and credit bureaus, أنشطة وكالات تحصيل المدفوعات ومكاتب الائتمان,N8291
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Packaging activities, أنشطة التغليف والتعبئة,N8292
Administrative and support service activities,أنشطة الخدمات الإدارية وخدمات الدعم,N,,N8,,N82,Other business support service activities n.e.c., أنشطة خدمات الدعم الأخرى للأعمال غير المصنّفة في موضع آخر,N8299
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,General public administration activities, الأنشطة العامة للإدارة العامة,O8411
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security", تنظيم أنشطة تقديم الرعاية الصحية والتعليم والخدمات الثقافية وغيرها من الخدمات الاجتماعية، فيما عدا الضمان الاجتماعي,O8412
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,Regulation of and contribution to more efficient operation of businesses, تنظيم أنشطة قطاع الأعمال والمساهمة في تحسين عملياته,O8413
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,Foreign affairs, الشؤون الخارجية,O8421
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,Defence activities, أنشطة الدفاع,O8422
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,Public order and safety activities, أنشطة النظام العام والسلامة,O8423
Public administration and defence; compulsory social security,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O,,O8,,O84,Compulsory social security activities,  أنشطة الضمان الاجتماعي الإلزامي,O8430
Education,التعليم,P,,P8,,P85,Pre-primary and primary education,  التعليم قبل الابتدائي والتعليم الابتدائي,P8510
Education,التعليم,P,,P8,,P85,General secondary education, التعليم الثانوي العام,P8521
Education,التعليم,P,,P8,,P85,Technical and vocational secondary education, التعليم الثانوي الفني والمهني,P8522
Education,التعليم,P,,P8,,P85,Higher education,  التعليم العالي,P8530
Education,التعليم,P,,P8,,P85,Sports and recreation education, التعليم في مجال الرياضة والترفيه,P8541
Education,التعليم,P,,P8,,P85,Cultural education, التعليم الثقافي,P8542
Education,التعليم,P,,P8,,P85,Other education n.e.c., أنواع التعليم الأخرى غير المصنّفة في موضع آخر,P8549
Education,التعليم,P,,P8,,P85,Educational support activities,  أنشطة دعم التعليم,P8550
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q86,Hospital activities,  أنشطة المستشفيات,Q8610
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q86,Medical and dental practice activities, أنشطة العيادات الطبية وعيادات الأسنان,Q8620
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q86,Other human health activities,  الأنشطة الأخرى في مجال صحة الإنسان,Q8690
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q87,Residential nursing care facilities, مرافق تقديم الرعاية التمريضية مع الإقامة,Q8710
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q87,"Residential care activities for mental retardation, mental health and substance abuse", أنشطة الرعاية مع الإقامة للمتخلفين عقلياً والمرضى النفسانيين والمدمنين,Q8720
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q87,Residential care activities for the elderly and disabled,  أنشطة تقديم الرعاية مع الإقامة لكبار السن والأشخاص ذوي الإعاقة,Q8730
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q87,Other residential care activities,  أنشطة الرعاية الأخرى مع الإقامة,Q8790
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q88,Social work activities without accommodation for the elderly and disabled,  أنشطة العمل الاجتماعي دون إقامة، لكبار السن وذوي الإعاقة,Q8810
Human health and social work activities,الصحة البشرية والعمل الاجتماعي,Q,,Q8,,Q88,Other social work activities without accommodation,  أنشطة العمل الاجتماعي الأخرى دون إقامة,Q8890
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R90,"Creative, arts and entertainment activities",  الأنشطة الإبداعية والفنون وأنشطة الترفيه,R9000
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R91,Library and archives activities, أنشطة المكتبات والمحفوظات,R9101
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R91,Museums activities and operation of historical sites and buildings, أنشطة المتاحف وتشغيل المواقع والمباني التاريخية,R9102
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R91,Botanical and zoological gardens and nature reserves activities, أنشطة حدائق النباتات وحدائق الحيوان والمحميات الطبيعية,R9103
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R92,Gambling and betting activities,  أنشطة ألعاب القمار والمراهنة,R9200
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R93,Operation of sports facilities, تشغيل المرافق الرياضية,R9311
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R93,Activities of sports clubs, أنشطة النوادي الرياضية,R9312
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R93,Other sports activities, الأنشطة الرياضية الأخرى,R9319
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R93,Activities of amusement parks and theme parks, أنشطة مُدن التسلية ومُدن الألعاب,R9321
"Arts, entertainment and recreation",الفنون والترفيه والتسلية,R,,R9,,R93,Other amusement and recreation activities n.e.c., أنشطة التسلية والترفيه الأخرى غير المصنّفة في موضع آخر,R9329
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of business and employers membership organizations, أنشطة المنظمات ذات العضوية لرجال الأعمال وأصحاب العمل,S9411
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of professional membership organizations, أنشطة المنظمات المهنية ذات العضوية,S9412
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of trade unions,  أنشطة نقابات العمال,S9420
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of religious organizations, أنشطة المنظمات الدينية,S9491
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of political organizations, أنشطة المنظمات السياسية,S9492
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S94,Activities of other membership organizations n.e.c., أنشطة المنظمات الأخرى ذات العضوية غير المصنَّفة في موضع آخر,S9499
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of computers and peripheral equipment, إصلاح أجهزة الحاسوب والمعدات الطرفية للحاسوب,S9511
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of communication equipment, إصلاح معدات الاتصالات,S9512
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of consumer electronics, إصلاح الأجهزة الإلكترونية الاستهلاكية,S9521
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of household appliances and home and garden equipment, إصلاح الأجهزة المنزلية والمعدات المنزلية ومعدات الحدائق,S9522
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of footwear and leather goods, إصلاح الأحذية والمنتجات الجلدية,S9523
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of furniture and home furnishings, إصلاح الأثاث والمفروشات المنزلية,S9524
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S95,Repair of other personal and household goods, إصلاح السلع الشخصية والمنزلية الأخرى,S9529
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S96,Washing and (dry-) cleaning of textile and fur products, غسيل المنسوجات ومنتجات الفراء وتنظيفها )الجاف(,S9601
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S96,Hairdressing and other beauty treatment, تصفيف الشعر وأنواع التجميل الأخرى,S9602
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S96,Funeral and related activities, أنشطة الجنازات وما يتصل بها من أنشطة,S9603
Other service activities,أنشطة الخدمات الأخرى,S,,S9,,S96,Other personal service activities n.e.c., أنشطة الخدمات الشخصية الأخرى غير المصنّفة في موضع آخر,S9609
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,أنشطة الأسر المعيشية كأصحاب عمل؛ أنشطة إنتاج السلع والخدمات للاستخدام الخاص,T,,T9,,T97,Activities of households as employers of domestic personnel, أنشطة الأُسَر المعيشية التي تستخدم أفراداً للعمل المنزلي,T9700
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,أنشطة الأسر المعيشية كأصحاب عمل؛ أنشطة إنتاج السلع والخدمات للاستخدام الخاص,T,,T9,,T98,Undifferentiated goods-producing activities of private households for own use, الأنشطة غير المميَّزة لإنتاج السلع التي تقوم بها الأُسَر المعيشية لاستعمالها الخاص,T9810
Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,أنشطة الأسر المعيشية كأصحاب عمل؛ أنشطة إنتاج السلع والخدمات للاستخدام الخاص,T,,T9,,T98,Undifferentiated service-producing activities of private households for own use, الأنشطة غير المميَّزة لإنتاج الخدمات التي تقوم بها الأُسَر المعيشية لاستعمالها الخاص,T9820
Activities of extraterritorial organizations and bodies,أنشطة المنظمات والهيئات خارج الإقليم,U,,U9,,U99,Activities of extraterritorial organizations and bodies, أنشطة المنظمات والهيئات غير الخاضعة للولاية القضائية الوطنية,U9900
