tax_id,name,isic_section,sector,isic_class,is_industrial,start_year,close_year,paid_in_capital_egp,sme_tier_init,isic_class_name_en
EG4998356946,Giza Textiles Ltd.,J,Information and communication,J6110,0,2016,10000,3021443.0,medium,Wired telecommunications activities
EG3007977042,Pyramid Plastics LLC,Q,Human health and social work activities,Q8620,0,2024,10000,3506252.0,medium,Medical and dental practice activities
EG5353869319,Nile Tech Co.,K,Financial and insurance activities,K6622,0,2006,10000,2990082.0,small,Activities of insurance agents and brokers
EG1712266921,Horus Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2017,10000,3504906.0,medium,Retail sale of automotive fuel in specialized stores
EG1648185330,Lotus Trading Co.,C,Manufacturing,C1702,1,2024,10000,14343282.0,medium,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
EG6871928697,Misr Logistics Ltd.,M,"Professional, scientific and technical activities",M7490,0,2012,10000,257037.0,small,"Other professional, scientific and technical activities n.e.c."
EG2371774396,Giza Plastics Co.,C,Manufacturing,C1399,1,2006,10000,2818164.0,small,Manufacture of other textiles n.e.c.
EG9421067637,Pyramid Logistics LLC,N,Administrative and support service activities,N7911,0,2022,10000,1846157.0,small,Travel agency activities
EG3321941164,Sinai Steel LLC,F,Construction,F4290,1,2007,10000,13942140.0,medium,Construction of other civil engineering projects
EG6841673488,Nile Tech Ltd.,M,"Professional, scientific and technical activities",M6920,0,2008,10000,2631626.0,small,"Accounting, bookkeeping and auditing activities; tax consultancy"
EG2210935490,Sinai Chem Ltd.,H,Transportation and storage,H5210,0,2006,10000,4795866.0,medium,Warehousing and storage
EG3436799009,Misr Logistics SAE,R,"Arts, entertainment and recreation",R9103,0,2014,10000,3657119.0,medium,Botanical and zoological gardens and nature reserves activities
EG6228937168,Lotus Logistics Ltd.,J,Information and communication,J5812,0,2016,2029,2248862.0,small,Publishing of directories and mailing lists
EG4591652463,Horus Chem LLC,D,"Electricity, gas, steam and air conditioning supply",D3530,1,2019,10000,8248697.0,medium,Steam and air conditioning supply
EG1960932773,Pyramid Trading LLC,C,Manufacturing,C1709,1,2018,10000,6049916.0,medium,Manufacture of other articles of paper and paperboard
EG6518445283,Sinai Plastics Co.,C,Manufacturing,C2817,1,2017,10000,7944209.0,medium,Manufacture of office machinery and equipment (except computers and peripheral equipment)
EG6693293933,Alex Textiles LLC,L,Real estate activities,L6810,0,2022,10000,2674464.0,small,Real estate activities with own or leased property
EG5864156454,Pyramid Trading LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2010,10000,2000492.0,small,Retail sale of automotive fuel in specialized stores
EG7845319469,Cairo Tech Ltd.,F,Construction,F4220,1,2005,10000,6387852.0,medium,Construction of utility projects
EG1898222085,Alex Chem Ltd.,C,Manufacturing,C2211,1,2013,10000,3265074.0,small,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
EG2516843161,Cairo Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2012,10000,4942958.0,medium,Other retail sale of new goods in specialized stores
EG7985804788,Horus Tech SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4762,0,2005,10000,4761725.0,medium,Retail sale of music and video recordings in specialized stores
EG7745472005,Nile Agri Ltd.,Q,Human health and social work activities,Q8690,0,2011,10000,2441162.0,small,Other human health activities
EG8366754401,Alex Agri Co.,F,Construction,F4390,1,2005,10000,4311538.0,small,Other specialized construction activities
EG7549316412,Pyramid Logistics Ltd.,J,Information and communication,J6312,0,2013,10000,2262192.0,small,Web portals
EG2131634808,Pyramid Chem Co.,J,Information and communication,J5811,0,2023,10000,1664037.0,small,Book publishing
EG1000852279,Lotus Textiles Ltd.,M,"Professional, scientific and technical activities",M7020,0,2010,10000,2731462.0,small,Management consultancy activities
EG8947877340,Nile Plastics LLC,M,"Professional, scientific and technical activities",M7020,0,2015,10000,638036.0,small,Management consultancy activities
EG7761125290,Sinai Plastics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2021,10000,4374756.0,medium,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG5995698121,Cairo Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4540,0,2011,10000,4579865.0,medium,"Sale, maintenance and repair of motorcycles and related parts and accessories"
EG9836699157,Cairo Foods Co.,N,Administrative and support service activities,N8230,0,2021,10000,1486909.0,small,Organization of conventions and trade shows
EG9805574702,Nile Chem Co.,E,"Water supply; sewerage, waste management and remediation activities",E3821,1,2013,10000,14365757.0,medium,Treatment and disposal of non-hazardous waste
EG1329064366,Lotus Foods SAE,C,Manufacturing,C3012,1,2019,10000,1062583.0,small,Building of pleasure and sporting boats
EG9945279952,Pyramid Trading LLC,R,"Arts, entertainment and recreation",R9311,0,2021,10000,4192162.0,medium,Operation of sports facilities
EG2867593565,Sinai Services LLC,A,"Agriculture, forestry and fishing",A0123,1,2007,10000,3938720.0,small,Growing of citrus fruits
EG3957102958,Misr Steel Co.,A,"Agriculture, forestry and fishing",A0150,1,2022,10000,7705092.0,medium,Mixed farming
EG5473277159,Cairo Logistics SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2015,10000,343388.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG5808360719,Sinai Trading SAE,D,"Electricity, gas, steam and air conditioning supply",D3530,1,2024,10000,2335645.0,small,Steam and air conditioning supply
EG6319707672,Misr Agri Co.,C,Manufacturing,C2630,1,2019,10000,14936774.0,medium,Manufacture of communication equipment
EG3308142536,Delta Trading SAE,J,Information and communication,J6020,0,2013,2016,255490.0,small,Television programming and broadcasting activities
EG3679820169,Horus Foods LLC,F,Construction,F4390,1,2015,10000,498642.0,small,Other specialized construction activities
EG3281410841,Delta Plastics Ltd.,K,Financial and insurance activities,K6491,0,2006,10000,3773020.0,medium,Financial leasing
EG7107266924,Misr Tech Co.,H,Transportation and storage,H4912,0,2008,10000,1856154.0,small,Freight rail transport
EG8743475708,Misr Logistics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4742,0,2016,10000,155669.0,small,Retail sale of audio and video equipment in specialized stores
EG1783473847,Delta Chem LLC,A,"Agriculture, forestry and fishing",A0240,1,2018,10000,3199546.0,small,Support services to forestry
EG6062881521,Alex Chem LLC,I,Accommodation and food service activities,I5520,0,2013,10000,3810622.0,medium,"Camping grounds, recreational vehicle parks and trailer parks"
EG8360199427,Giza Services Ltd.,I,Accommodation and food service activities,I5520,0,2016,10000,2048892.0,small,"Camping grounds, recreational vehicle parks and trailer parks"
EG2836845971,Cairo Tech SAE,S,Other service activities,S9491,0,2005,10000,3621560.0,medium,Activities of religious organizations
EG3255769766,Alex Tech LLC,I,Accommodation and food service activities,I5610,0,2023,10000,1774824.0,small,Restaurants and mobile food service activities
EG7724863392,Pyramid Logistics LLC,H,Transportation and storage,H5011,0,2012,10000,1176845.0,small,Sea and coastal passenger water transport
EG1831528727,Misr Services LLC,F,Construction,F4322,1,2023,10000,1385854.0,small,"Plumbing, heat and air-conditioning installation"
EG2403648749,Delta Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2006,10000,3927424.0,medium,Other retail sale in non-specialized stores
EG6747396218,Lotus Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4763,0,2008,10000,3146707.0,medium,Retail sale of sporting equipment in specialized stores
EG3012007949,Alex Chem LLC,C,Manufacturing,C2420,1,2016,10000,1458875.0,small,Manufacture of basic precious and other non-ferrous metals
EG8891035197,Nile Agri SAE,C,Manufacturing,C2591,1,2021,2023,3813676.0,small,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
EG2817503599,Giza Plastics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4661,0,2008,10000,3998548.0,medium,"Wholesale of solid, liquid and gaseous fuels and related products"
EG4503327703,Sinai Trading Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2013,10000,115517.0,small,"Retail sale of books, newspapers and stationary in specialized stores"
EG8734753242,Sinai Trading Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4774,0,2012,2023,2713684.0,small,Retail sale of second-hand goods
EG8928673293,Horus Tech Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2011,10000,4503939.0,medium,Wholesale of electronic and telecommunications equipment and parts
EG3891695988,Alex Agri LLC,I,Accommodation and food service activities,I5630,0,2006,10000,2919476.0,small,Beverage serving activities
EG7191399835,Pyramid Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2015,10000,2603895.0,small,Retail sale via stalls and markets of other goods
EG7790019635,Nile Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4630,0,2018,10000,342345.0,small,"Wholesale of food, beverages and tobacco"
EG6346897169,Sinai Trading Ltd.,F,Construction,F4220,1,2005,10000,7962122.0,medium,Construction of utility projects
EG4499410320,Misr Logistics Co.,M,"Professional, scientific and technical activities",M7110,0,2011,10000,4591340.0,medium,Architectural and engineering activities and related technical consultancy
EG5367624561,Horus Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2018,10000,2819831.0,small,Retail sale of games and toys in specialized stores
EG9274939022,Nile Plastics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4641,0,2008,10000,177451.0,small,"Wholesale of textiles, clothing and footwear"
EG2617132307,Giza Steel SAE,F,Construction,F4210,1,2013,10000,5634585.0,medium,Construction of roads and railways
EG7332206313,Sinai Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2023,10000,4298455.0,medium,"Wholesale of computers, computer peripheral equipment and software"
EG3994494742,Lotus Agri Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2018,10000,3552683.0,medium,Non-specialized wholesale trade
EG9451558229,Misr Plastics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4653,0,2018,10000,4571650.0,medium,"Wholesale of agricultural machinery, equipment and supplies"
EG7458858042,Alex Foods SAE,H,Transportation and storage,H5222,0,2007,10000,98526.0,small,Service activities incidental to water transportation
EG2626193072,Alex Tech Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2008,10000,3898243.0,medium,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG7761282628,Giza Foods Co.,H,Transportation and storage,H5021,0,2017,10000,547652.0,small,Inland passenger water transport
EG1893139271,Lotus Agri SAE,C,Manufacturing,C2029,1,2019,10000,1497065.0,small,Manufacture of other chemical products n.e.c.
EG2230994603,Alex Trading Ltd.,N,Administrative and support service activities,N8230,0,2020,10000,2597683.0,small,Organization of conventions and trade shows
EG1200497331,Alex Tech Co.,J,Information and communication,J6010,0,2005,10000,3074552.0,medium,Radio broadcasting
EG4913430386,Misr Agri Co.,A,"Agriculture, forestry and fishing",A0119,1,2007,10000,8378017.0,medium,Growing of other non-perennial crops
EG7136102170,Lotus Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4791,0,2010,10000,4343981.0,medium,Retail sale via mail order houses or via Internet
EG1130299091,Cairo Textiles Ltd.,Q,Human health and social work activities,Q8710,0,2005,10000,4184918.0,medium,Residential nursing care facilities
EG7105749918,Delta Tech SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4781,0,2021,10000,2895452.0,small,"Retail sale via stalls and markets of food, beverages and tobacco products"
EG4347737832,Pyramid Textiles Co.,P,Education,P8550,0,2011,10000,2827241.0,small,Educational support activities
EG6296936565,Delta Textiles Ltd.,C,Manufacturing,C2731,1,2024,10000,5996950.0,medium,Manufacture of fibre optic cables
EG5745822178,Nile Textiles SAE,F,Construction,F4322,1,2015,10000,2831116.0,small,"Plumbing, heat and air-conditioning installation"
EG7702635219,Cairo Agri SAE,F,Construction,F4290,1,2017,2022,5278985.0,medium,Construction of other civil engineering projects
EG8872979227,Pyramid Foods LLC,C,Manufacturing,C1102,1,2023,10000,4777621.0,small,Manufacture of wines
EG1131774108,Nile Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2024,10000,1220228.0,small,Maintenance and repair of motor vehicles
EG2507705223,Alex Textiles Co.,S,Other service activities,S9492,0,2006,10000,1862787.0,small,Activities of political organizations
EG7931167234,Nile Steel Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4791,0,2016,10000,4630771.0,medium,Retail sale via mail order houses or via Internet
EG5566757798,Giza Plastics LLC,M,"Professional, scientific and technical activities",M7310,0,2017,10000,2803623.0,small,Advertising
EG1157143246,Alex Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2013,10000,4226265.0,medium,Other retail sale in non-specialized stores
EG1051066172,Sinai Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4610,0,2015,10000,4124217.0,medium,Wholesale on a fee or contract basis
EG5871551388,Cairo Tech Co.,C,Manufacturing,C1040,1,2011,10000,11332410.0,medium,Manufacture of vegetable and animal oils and fats
EG7271339052,Alex Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2023,10000,3320571.0,medium,Wholesale of electronic and telecommunications equipment and parts
EG3811361197,Pyramid Chem Ltd.,I,Accommodation and food service activities,I5610,0,2011,10000,3884696.0,medium,Restaurants and mobile food service activities
EG1093250845,Cairo Foods Ltd.,C,Manufacturing,C1391,1,2018,2021,4004809.0,small,Manufacture of knitted and crocheted fabrics
EG6760412208,Horus Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4759,0,2007,10000,4090091.0,medium,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
EG5570214447,Delta Agri Ltd.,H,Transportation and storage,H5011,0,2023,10000,3106451.0,medium,Sea and coastal passenger water transport
EG6722210166,Nile Trading LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2019,10000,2739570.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG2718491695,Sinai Trading Co.,H,Transportation and storage,H4911,0,2008,10000,3804530.0,medium,"Passenger rail transport, interurban"
EG1374911646,Delta Chem Ltd.,C,Manufacturing,C1071,1,2017,10000,6364624.0,medium,Manufacture of bakery products
EG7487106965,Sinai Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4721,0,2023,10000,3921548.0,medium,Retail sale of food in specialized stores
EG1294851566,Sinai Textiles LLC,I,Accommodation and food service activities,I5621,0,2017,10000,4235664.0,medium,Event catering
EG2339024071,Sinai Tech Ltd.,H,Transportation and storage,H5110,0,2011,10000,3911229.0,medium,Passenger air transport
EG3755108248,Alex Textiles LLC,N,Administrative and support service activities,N7740,0,2006,2018,4362219.0,medium,"Leasing of intellectual property and similar products, except copyrighted works"
EG6705475998,Sinai Foods Co.,F,Construction,F4322,1,2010,10000,10973123.0,medium,"Plumbing, heat and air-conditioning installation"
EG3038344976,Misr Trading SAE,F,Construction,F4290,1,2016,10000,7002153.0,medium,Construction of other civil engineering projects
EG5190394393,Pyramid Foods LLC,C,Manufacturing,C1200,1,2017,10000,7594873.0,medium,Manufacture of tobacco products
EG7367186673,Sinai Plastics LLC,F,Construction,F4290,1,2010,10000,9353458.0,medium,Construction of other civil engineering projects
EG1834810553,Nile Textiles LLC,H,Transportation and storage,H4912,0,2008,10000,2818442.0,small,Freight rail transport
EG6988604995,Delta Chem LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2017,10000,4852746.0,medium,Other retail sale of new goods in specialized stores
EG3522644240,Nile Foods Ltd.,M,"Professional, scientific and technical activities",M6910,0,2010,2021,256108.0,small,Legal activities
EG5140129869,Pyramid Plastics LLC,S,Other service activities,S9512,0,2022,10000,4787073.0,medium,Repair of communication equipment
EG1203815420,Sinai Steel SAE,S,Other service activities,S9411,0,2021,10000,4066888.0,medium,Activities of business and employers membership organizations
EG8010811982,Lotus Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4510,0,2006,2019,1089288.0,small,Sale of motor vehicles
EG5598053916,Giza Plastics SAE,F,Construction,F4330,1,2019,10000,1491220.0,small,Building completion and finishing
EG5495680580,Horus Logistics SAE,H,Transportation and storage,H5320,0,2009,10000,3766311.0,medium,Courier activities
EG8123162504,Horus Services Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4774,0,2022,10000,3915368.0,medium,Retail sale of second-hand goods
EG3697067550,Sinai Chem Co.,C,Manufacturing,C2821,1,2006,10000,3062890.0,small,Manufacture of agricultural and forestry machinery
EG6276502054,Horus Plastics Co.,H,Transportation and storage,H5223,0,2009,10000,528528.0,small,Service activities incidental to air transportation
EG1369887966,Delta Plastics Co.,L,Real estate activities,L6810,0,2015,10000,687840.0,small,Real estate activities with own or leased property
EG4630342247,Delta Foods SAE,S,Other service activities,S9511,0,2017,2025,2362776.0,small,Repair of computers and peripheral equipment
EG8116065249,Delta Steel Co.,K,Financial and insurance activities,K6492,0,2008,10000,254105.0,small,Other credit granting
EG5222099336,Horus Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2013,10000,3275283.0,medium,Retail sale of games and toys in specialized stores
EG3232232409,Alex Chem Ltd.,H,Transportation and storage,H5221,0,2015,10000,2786705.0,small,Service activities incidental to land transportation
EG5028321495,Sinai Trading Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4711,0,2008,10000,4310723.0,medium,"Retail sale in non-specialized stores with food, beverages or tobacco predominating"
EG1615663096,Delta Agri Ltd.,C,Manufacturing,C1709,1,2012,10000,5425301.0,medium,Manufacture of other articles of paper and paperboard
EG2879176303,Pyramid Plastics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4741,0,2006,10000,2974461.0,small,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
EG2287967777,Horus Tech LLC,N,Administrative and support service activities,N8010,0,2008,10000,3502191.0,medium,Private security activities
EG7965484248,Lotus Trading LLC,K,Financial and insurance activities,K6511,0,2017,10000,3433363.0,medium,Life insurance
EG9480654529,Giza Plastics Co.,C,Manufacturing,C1394,1,2017,10000,1894104.0,small,"Manufacture of cordage, rope, twine and netting"
EG5266633266,Pyramid Steel LLC,J,Information and communication,J5819,0,2012,10000,3292414.0,medium,Other publishing activities
EG6668914118,Giza Textiles SAE,L,Real estate activities,L6820,0,2006,10000,3927797.0,medium,Real estate activities on a fee or contract basis
EG8572923728,Delta Logistics SAE,H,Transportation and storage,H5223,0,2013,10000,452994.0,small,Service activities incidental to air transportation
EG9267398495,Pyramid Tech LLC,C,Manufacturing,C1061,1,2014,10000,12868161.0,medium,Manufacture of grain mill products
EG6057027872,Delta Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4662,0,2023,10000,4780615.0,medium,Wholesale of metals and metal ores
EG4764220967,Pyramid Chem SAE,C,Manufacturing,C1102,1,2015,10000,4344827.0,small,Manufacture of wines
EG3046782143,Horus Foods SAE,P,Education,P8542,0,2010,10000,4912090.0,medium,Cultural education
EG9566121750,Giza Foods LLC,A,"Agriculture, forestry and fishing",A0115,1,2016,10000,3743578.0,small,Growing of tobacco
EG2712675813,Sinai Agri SAE,C,Manufacturing,C2814,1,2016,10000,101488.0,small,"Manufacture of bearings, gears, gearing and driving elements"
EG3269257927,Alex Agri Ltd.,N,Administrative and support service activities,N8219,0,2017,10000,4628285.0,medium,"Photocopying, document preparation and other specialized office support activities"
EG3801262133,Misr Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2014,10000,4432364.0,medium,Maintenance and repair of motor vehicles
EG1277305336,Alex Chem Ltd.,S,Other service activities,S9601,0,2013,10000,4761226.0,medium,Washing and (dry-) cleaning of textile and fur products
EG1597339870,Sinai Agri Ltd.,L,Real estate activities,L6810,0,2010,10000,4373416.0,medium,Real estate activities with own or leased property
EG6466431475,Delta Foods Co.,C,Manufacturing,C3314,1,2020,10000,1098450.0,small,Repair of electrical equipment
EG1738235066,Sinai Foods Co.,H,Transportation and storage,H5229,0,2012,2013,2908843.0,small,Other transportation support activities
EG8287008663,Pyramid Agri Co.,F,Construction,F4321,1,2021,2031,3680973.0,small,Electrical installation
EG3870631415,Horus Trading LLC,K,Financial and insurance activities,K6430,0,2011,10000,2660445.0,small,"Trusts, funds and similar financial entities"
EG4278582499,Horus Tech LLC,E,"Water supply; sewerage, waste management and remediation activities",E3812,1,2015,10000,1940830.0,small,Collection of hazardous waste
EG5930557305,Lotus Chem Co.,B,Mining and quarrying,B0520,1,2024,2030,11592095.0,medium,Mining of lignite
EG8700099606,Giza Trading LLC,R,"Arts, entertainment and recreation",R9311,0,2015,10000,2791390.0,small,Operation of sports facilities
EG9652300896,Nile Tech LLC,F,Construction,F4210,1,2010,2020,4345662.0,small,Construction of roads and railways
EG8425694344,Giza Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4771,0,2021,2034,1020364.0,small,"Retail sale of clothing, footwear and leather articles in specialized stores"
EG7390862949,Alex Logistics Co.,L,Real estate activities,L6810,0,2018,10000,3217740.0,medium,Real estate activities with own or leased property
EG9109551577,Pyramid Chem SAE,A,"Agriculture, forestry and fishing",A0170,1,2019,10000,3116835.0,small,"Hunting, trapping and related service activities"
EG9813672813,Delta Services LLC,C,Manufacturing,C2731,1,2005,10000,3292565.0,small,Manufacture of fibre optic cables
EG1885005180,Alex Textiles SAE,L,Real estate activities,L6810,0,2017,10000,3913870.0,medium,Real estate activities with own or leased property
EG5524729073,Sinai Logistics Ltd.,H,Transportation and storage,H4911,0,2023,10000,1615547.0,small,"Passenger rail transport, interurban"
EG9269675859,Giza Textiles Co.,I,Accommodation and food service activities,I5590,0,2008,10000,4166149.0,medium,Other accommodation
EG8439894781,Delta Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4762,0,2024,2036,3890097.0,medium,Retail sale of music and video recordings in specialized stores
EG4876538105,Nile Plastics LLC,J,Information and communication,J5920,0,2007,10000,4118031.0,medium,Sound recording and music publishing activities
EG5620265302,Pyramid Textiles Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2021,10000,1034748.0,small,"Retail sale of books, newspapers and stationary in specialized stores"
EG3463805017,Nile Agri SAE,N,Administrative and support service activities,N8010,0,2009,2017,743631.0,small,Private security activities
EG5659144743,Lotus Trading Ltd.,P,Education,P8542,0,2023,10000,3694927.0,medium,Cultural education
EG3373803400,Lotus Textiles Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2017,10000,992984.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG1626169725,Pyramid Plastics SAE,I,Accommodation and food service activities,I5610,0,2007,10000,4823223.0,medium,Restaurants and mobile food service activities
EG7042380548,Delta Logistics Ltd.,C,Manufacturing,C3020,1,2020,10000,2985561.0,small,Manufacture of railway locomotives and rolling stock
EG6380563235,Cairo Services LLC,C,Manufacturing,C1073,1,2016,2027,2191832.0,small,"Manufacture of cocoa, chocolate and sugar confectionery"
EG8206873819,Pyramid Agri LLC,S,Other service activities,S9609,0,2022,10000,2602536.0,small,Other personal service activities n.e.c.
EG8468183636,Pyramid Steel LLC,F,Construction,F4321,1,2012,10000,2465022.0,small,Electrical installation
EG1584351492,Nile Steel SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4751,0,2018,10000,4374078.0,medium,Retail sale of textiles in specialized stores
EG3907321044,Horus Agri LLC,C,Manufacturing,C2910,1,2012,2026,9542112.0,medium,Manufacture of motor vehicles
EG1593424611,Delta Logistics SAE,M,"Professional, scientific and technical activities",M6910,0,2012,10000,595869.0,small,Legal activities
EG5789001350,Alex Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2006,10000,3663648.0,medium,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
EG9011531907,Nile Plastics SAE,F,Construction,F4311,1,2016,10000,4639408.0,small,Demolition
EG5276228618,Cairo Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2020,2029,2743927.0,small,"Wholesale of computers, computer peripheral equipment and software"
EG9365651053,Pyramid Foods LLC,C,Manufacturing,C2022,1,2020,10000,692772.0,small,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
EG1652294011,Giza Tech LLC,C,Manufacturing,C2399,1,2022,10000,14759168.0,medium,Manufacture of other non-metallic mineral products n.e.c.
EG6462085613,Nile Textiles Ltd.,H,Transportation and storage,H5229,0,2022,10000,354473.0,small,Other transportation support activities
EG8994565406,Cairo Textiles Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2012,10000,4247777.0,medium,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG8951168764,Alex Plastics SAE,S,Other service activities,S9492,0,2020,10000,1863182.0,small,Activities of political organizations
EG6444948458,Sinai Services LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4751,0,2020,2029,419407.0,small,Retail sale of textiles in specialized stores
EG2086275147,Horus Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4662,0,2020,10000,1472512.0,small,Wholesale of metals and metal ores
EG1987816624,Sinai Plastics LLC,A,"Agriculture, forestry and fishing",A0240,1,2015,10000,2916827.0,small,Support services to forestry
EG3457646145,Pyramid Tech Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4774,0,2010,10000,3129769.0,medium,Retail sale of second-hand goods
EG8225971372,Lotus Logistics Co.,C,Manufacturing,C2022,1,2024,2034,2074942.0,small,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
EG4464198734,Giza Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4721,0,2018,10000,603944.0,small,Retail sale of food in specialized stores
EG9259982243,Horus Agri LLC,J,Information and communication,J6311,0,2023,10000,1970278.0,small,"Data processing, hosting and related activities"
EG2679456594,Cairo Trading LLC,J,Information and communication,J6202,0,2010,10000,1822027.0,small,Computer consultancy and computer facilities management activities
EG8403487568,Nile Trading Co.,C,Manufacturing,C2392,1,2008,10000,954349.0,small,Manufacture of clay building materials
EG7988339997,Misr Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4723,0,2021,2030,1162370.0,small,Retail sale of tobacco products in specialized stores
EG9177362854,Alex Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2009,10000,4761329.0,medium,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG2578509965,Misr Textiles Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2008,10000,609923.0,small,Retail sale of automotive fuel in specialized stores
EG6659366446,Giza Textiles Co.,J,Information and communication,J6391,0,2015,10000,4004568.0,medium,News agency activities
EG1222214142,Cairo Plastics SAE,C,Manufacturing,C3211,1,2005,10000,2598453.0,small,Manufacture of jewellery and related articles
EG3272057699,Cairo Services SAE,E,"Water supply; sewerage, waste management and remediation activities",E3900,1,2019,10000,11338291.0,medium,Remediation activities and other waste management services
EG2729371663,Misr Chem Ltd.,C,Manufacturing,C3220,1,2011,10000,6292094.0,medium,Manufacture of musical instruments
EG8231235480,Cairo Logistics SAE,E,"Water supply; sewerage, waste management and remediation activities",E3811,1,2024,10000,4949239.0,small,Collection of non-hazardous waste
EG2824669462,Delta Agri LLC,M,"Professional, scientific and technical activities",M7490,0,2011,10000,2156578.0,small,"Other professional, scientific and technical activities n.e.c."
EG3455563254,Cairo Services Co.,C,Manufacturing,C2219,1,2011,10000,14163585.0,medium,Manufacture of other rubber products
