الرقم_الضريبي,name_ar,isic_section,الفرع_كود,is_industrial,start_year,close_year,رأس_المال_المدفوع_جنيه,فئة_SME_أولية,branches,المجموع_كود,القسم_كود,الفرع,المجموع,القسم,القطاع,اسم_الشركة
370717829,الجيزة لوجستيات ذ.م.م,G,G4669,0,2022,10000,641351.0,small,3,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة لوجستيات ذ.م.م
924954824,الأهرام لوجستيات ش.ذ.م.م,C,C3312,1,2009,10000,1519008.0,small,1,C33,C3,,,,الصناعة التحويلية,الأهرام لوجستيات ش.ذ.م.م
356291653,الإسكندرية بلاستيك ش.ذ.م.م,F,F4312,1,2016,10000,13931419.0,medium,4,F43,F4,,,,التشييد والبناء,الإسكندرية بلاستيك ش.ذ.م.م
111099338,سيناء زراعة ش.م.م,C,C1200,1,2019,10000,1429532.0,small,1,C12,C1,,,,الصناعة التحويلية,سيناء زراعة ش.م.م
607119363,النيل تقنية ش.م.م,B,B0710,1,2020,10000,1550536.0,small,1,B07,B0,,,,التعدين واستغلال المحاجر,النيل تقنية ش.م.م
387642112,مصر كيماويات ش.ذ.م.م,C,C1040,1,2017,10000,3488093.0,small,1,C10,C1,,,,الصناعة التحويلية,مصر كيماويات ش.ذ.م.م
240525137,حورس بلاستيك ش.ذ.م.م,C,C3100,1,2008,2017,4250335.0,small,1,C31,C3,,,,الصناعة التحويلية,حورس بلاستيك ش.ذ.م.م
740771188,الإسكندرية أغذية ش.م.م,G,G4751,0,2019,10000,3380670.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية أغذية ش.م.م
304620601,الجيزة لوجستيات ذ.م.م,A,A0115,1,2020,10000,2444553.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الجيزة لوجستيات ذ.م.م
133566920,سيناء تجارة ش.م.م,P,P8530,0,2009,10000,2160137.0,small,1,P85,P8,,,,التعليم,سيناء تجارة ش.م.م
879980136,الدلتا كيماويات ش.ذ.م.م,Q,Q8690,0,2017,2029,3174239.0,medium,5,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,الدلتا كيماويات ش.ذ.م.م
224638934,الجيزة كيماويات ش.م.م,G,G4742,0,2008,10000,534117.0,small,7,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة كيماويات ش.م.م
713427395,الدلتا زراعة محدودة,F,F4290,1,2011,10000,3753304.0,small,1,F42,F4,,,,التشييد والبناء,الدلتا زراعة محدودة
821351132,القاهرة زراعة محدودة,K,K6511,0,2012,10000,4727278.0,medium,1,K65,K6,,,,الأنشطة المالية وأنشطة التأمين,القاهرة زراعة محدودة
687328762,القاهرة منسوجات ش.م.م,G,G4641,0,2014,10000,158662.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة منسوجات ش.م.م
812325654,النيل صلب ذ.م.م,P,P8530,0,2022,10000,1173280.0,small,1,P85,P8,,,,التعليم,النيل صلب ذ.م.م
384722212,حورس صلب ش.ذ.م.م,M,M7210,0,2016,10000,4235045.0,medium,1,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,حورس صلب ش.ذ.م.م
399969025,اللوتس أغذية ذ.م.م,C,C2610,1,2005,10000,8785821.0,medium,1,C26,C2,,,,الصناعة التحويلية,اللوتس أغذية ذ.م.م
643874927,مصر تقنية ذ.م.م,N,N7820,0,2017,10000,2009269.0,small,5,N78,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,مصر تقنية ذ.م.م
117673081,النيل كيماويات ذ.م.م,C,C2652,1,2011,10000,1640890.0,small,1,C26,C2,,,,الصناعة التحويلية,النيل كيماويات ذ.م.م
218616617,حورس أغذية ش.ذ.م.م,G,G4652,0,2013,10000,1196353.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس أغذية ش.ذ.م.م
119648971,الدلتا تقنية محدودة,G,G4782,0,2016,2017,4699280.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا تقنية محدودة
368898733,النيل لوجستيات محدودة,K,K6621,0,2019,10000,1909647.0,small,1,K66,K6,,,,الأنشطة المالية وأنشطة التأمين,النيل لوجستيات محدودة
856038913,الإسكندرية خدمات محدودة,F,F4290,1,2014,10000,1551513.0,small,1,F42,F4,,,,التشييد والبناء,الإسكندرية خدمات محدودة
253646395,سيناء بلاستيك محدودة,G,G4753,0,2009,10000,2085313.0,small,4,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء بلاستيك محدودة
899086415,الأهرام لوجستيات ش.ذ.م.م,G,G4711,0,2006,10000,4145807.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام لوجستيات ش.ذ.م.م
570624911,اللوتس صلب ش.ذ.م.م,G,G4742,0,2017,10000,4007704.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس صلب ش.ذ.م.م
117686307,سيناء لوجستيات ذ.م.م,A,A0130,1,2011,10000,3159376.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,سيناء لوجستيات ذ.م.م
427312277,النيل بلاستيك ذ.م.م,N,N8230,0,2007,10000,2540091.0,small,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,النيل بلاستيك ذ.م.م
660195098,حورس زراعة ش.م.م,H,H5012,0,2018,10000,794268.0,small,6,H50,H5,,,,النقل والتخزين,حورس زراعة ش.م.م
886357390,النيل زراعة محدودة,A,A0114,1,2024,10000,12942614.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,النيل زراعة محدودة
435565197,النيل تقنية ش.ذ.م.م,G,G4719,0,2019,10000,1170464.0,small,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل تقنية ش.ذ.م.م
555886511,مصر تقنية ش.م.م,G,G4762,0,2011,10000,1211192.0,small,2,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر تقنية ش.م.م
555385073,حورس خدمات ش.م.م,H,H5110,0,2013,10000,1161743.0,small,1,H51,H5,,,,النقل والتخزين,حورس خدمات ش.م.م
915934513,اللوتس خدمات ش.م.م,F,F4329,1,2024,10000,11923199.0,medium,6,F43,F4,,,,التشييد والبناء,اللوتس خدمات ش.م.م
943115662,حورس تقنية ش.ذ.م.م,A,A0112,1,2016,10000,150868.0,small,2,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,حورس تقنية ش.ذ.م.م
661282070,اللوتس صلب ذ.م.م,G,G4662,0,2005,10000,1005746.0,small,7,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس صلب ذ.م.م
764155526,حورس لوجستيات ذ.م.م,C,C2640,1,2014,10000,11337842.0,medium,2,C26,C2,,,,الصناعة التحويلية,حورس لوجستيات ذ.م.م
864111180,الأهرام أغذية ش.ذ.م.م,G,G4774,0,2022,10000,1451685.0,small,3,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام أغذية ش.ذ.م.م
785558186,النيل لوجستيات ش.ذ.م.م,I,I5510,0,2010,2012,2654347.0,small,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,النيل لوجستيات ش.ذ.م.م
675763178,حورس تقنية ش.ذ.م.م,F,F4311,1,2023,10000,1212767.0,small,5,F43,F4,,,,التشييد والبناء,حورس تقنية ش.ذ.م.م
936479573,سيناء منسوجات محدودة,L,L6810,0,2020,10000,934205.0,small,5,L68,L6,,,,الأنشطة العقارية,سيناء منسوجات محدودة
282593000,الأهرام تقنية ش.ذ.م.م,L,L6810,0,2014,10000,4644823.0,medium,1,L68,L6,,,,الأنشطة العقارية,الأهرام تقنية ش.ذ.م.م
459793404,النيل لوجستيات ش.ذ.م.م,L,L6810,0,2012,10000,3781583.0,medium,1,L68,L6,,,,الأنشطة العقارية,النيل لوجستيات ش.ذ.م.م
282093420,الأهرام منسوجات ش.ذ.م.م,G,G4659,0,2014,10000,1378269.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام منسوجات ش.ذ.م.م
438736338,اللوتس منسوجات ش.ذ.م.م,G,G4774,0,2005,10000,1000341.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس منسوجات ش.ذ.م.م
895789632,اللوتس لوجستيات محدودة,Q,Q8720,0,2020,10000,4322276.0,medium,8,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,اللوتس لوجستيات محدودة
123323290,القاهرة لوجستيات ش.ذ.م.م,N,N7730,0,2016,10000,2887384.0,small,3,N77,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,القاهرة لوجستيات ش.ذ.م.م
349146506,القاهرة لوجستيات ش.ذ.م.م,Q,Q8710,0,2015,2018,4140386.0,medium,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,القاهرة لوجستيات ش.ذ.م.م
255702530,اللوتس كيماويات محدودة,C,C2816,1,2012,10000,14716006.0,medium,8,C28,C2,,,,الصناعة التحويلية,اللوتس كيماويات محدودة
966571074,القاهرة تقنية ذ.م.م,Q,Q8690,0,2019,10000,3937892.0,medium,1,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,القاهرة تقنية ذ.م.م
430489157,القاهرة لوجستيات محدودة,I,I5610,0,2005,10000,4143406.0,medium,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,القاهرة لوجستيات محدودة
716942094,سيناء تجارة ش.ذ.م.م,F,F4321,1,2019,2030,296513.0,small,1,F43,F4,,,,التشييد والبناء,سيناء تجارة ش.ذ.م.م
385166646,القاهرة كيماويات محدودة,C,C3099,1,2015,10000,4769634.0,small,7,C30,C3,,,,الصناعة التحويلية,القاهرة كيماويات محدودة
712777076,النيل لوجستيات ش.م.م,A,A0115,1,2008,10000,14731178.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,النيل لوجستيات ش.م.م
636353401,الإسكندرية تقنية ش.ذ.م.م,S,S9523,0,2013,2020,689021.0,small,1,S95,S9,,,,أنشطة الخدمات الأخرى,الإسكندرية تقنية ش.ذ.م.م
797162399,النيل كيماويات ش.م.م,G,G4763,0,2018,10000,4901827.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل كيماويات ش.م.م
652661977,اللوتس كيماويات ش.م.م,F,F4390,1,2017,10000,2927941.0,small,8,F43,F4,,,,التشييد والبناء,اللوتس كيماويات ش.م.م
295535525,الجيزة تجارة ذ.م.م,N,N8291,0,2006,10000,4185159.0,medium,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الجيزة تجارة ذ.م.م
447424648,حورس أغذية ش.م.م,S,S9523,0,2022,2023,4130073.0,medium,1,S95,S9,,,,أنشطة الخدمات الأخرى,حورس أغذية ش.م.م
656786219,النيل كيماويات ش.م.م,M,M7220,0,2013,10000,2239153.0,small,7,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,النيل كيماويات ش.م.م
513755195,النيل بلاستيك محدودة,K,K6512,0,2013,10000,144083.0,small,1,K65,K6,,,,الأنشطة المالية وأنشطة التأمين,النيل بلاستيك محدودة
896191581,الإسكندرية بلاستيك ش.ذ.م.م,C,C2620,1,2015,10000,2152491.0,small,1,C26,C2,,,,الصناعة التحويلية,الإسكندرية بلاستيك ش.ذ.م.م
272743735,الدلتا بلاستيك ش.ذ.م.م,F,F4100,1,2016,10000,12056776.0,medium,1,F41,F4,,,,التشييد والبناء,الدلتا بلاستيك ش.ذ.م.م
108704778,الدلتا منسوجات ش.م.م,C,C2824,1,2018,10000,83963.0,small,4,C28,C2,,,,الصناعة التحويلية,الدلتا منسوجات ش.م.م
818977098,النيل تقنية ش.م.م,G,G4741,0,2020,10000,3982417.0,medium,8,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل تقنية ش.م.م
581456938,اللوتس كيماويات ذ.م.م,F,F4330,1,2015,10000,1907374.0,small,1,F43,F4,,,,التشييد والبناء,اللوتس كيماويات ذ.م.م
272508222,النيل تقنية ذ.م.م,F,F4220,1,2007,10000,8016186.0,medium,4,F42,F4,,,,التشييد والبناء,النيل تقنية ذ.م.م
816215780,القاهرة تجارة ذ.م.م,J,J6110,0,2007,10000,1232496.0,small,1,J61,J6,,,,المعلومات والاتصالات,القاهرة تجارة ذ.م.م
504345655,حورس زراعة محدودة,R,R9311,0,2012,10000,2209150.0,small,1,R93,R9,,,,الفنون والترفيه والتسلية,حورس زراعة محدودة
568390990,الأهرام تجارة ش.م.م,F,F4322,1,2009,10000,3497242.0,small,1,F43,F4,,,,التشييد والبناء,الأهرام تجارة ش.م.م
506915226,الإسكندرية كيماويات ذ.م.م,G,G4764,0,2017,10000,4030952.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية كيماويات ذ.م.م
810187144,سيناء زراعة ش.ذ.م.م,I,I5621,0,2009,10000,1798764.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,سيناء زراعة ش.ذ.م.م
234374553,مصر بلاستيك ذ.م.م,C,C1062,1,2005,10000,12942232.0,medium,1,C10,C1,,,,الصناعة التحويلية,مصر بلاستيك ذ.م.م
116207172,اللوتس أغذية ش.م.م,N,N7730,0,2006,10000,1676320.0,small,1,N77,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,اللوتس أغذية ش.م.م
310161545,القاهرة كيماويات ش.ذ.م.م,C,C3211,1,2013,10000,12803420.0,medium,3,C32,C3,,,,الصناعة التحويلية,القاهرة كيماويات ش.ذ.م.م
886146828,النيل بلاستيك محدودة,F,F4322,1,2006,10000,10642415.0,medium,1,F43,F4,,,,التشييد والبناء,النيل بلاستيك محدودة
381135777,اللوتس منسوجات ش.ذ.م.م,J,J5811,0,2021,10000,3465893.0,medium,1,J58,J5,,,,المعلومات والاتصالات,اللوتس منسوجات ش.ذ.م.م
637595384,مصر لوجستيات ش.ذ.م.م,D,D3530,1,2013,10000,13561764.0,medium,1,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,مصر لوجستيات ش.ذ.م.م
448824540,مصر بلاستيك ذ.م.م,G,G4721,0,2012,10000,143273.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر بلاستيك ذ.م.م
817649914,الجيزة صلب ش.م.م,J,J5911,0,2011,10000,4348323.0,medium,4,J59,J5,,,,المعلومات والاتصالات,الجيزة صلب ش.م.م
479468225,اللوتس منسوجات محدودة,Q,Q8710,0,2024,10000,3386200.0,medium,3,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,اللوتس منسوجات محدودة
524159859,الإسكندرية لوجستيات ش.م.م,C,C1512,1,2013,10000,3878976.0,small,1,C15,C1,,,,الصناعة التحويلية,الإسكندرية لوجستيات ش.م.م
355318445,القاهرة تجارة ش.م.م,L,L6820,0,2020,10000,1195667.0,small,1,L68,L6,,,,الأنشطة العقارية,القاهرة تجارة ش.م.م
925297600,القاهرة زراعة ذ.م.م,C,C1010,1,2007,10000,7117580.0,medium,1,C10,C1,,,,الصناعة التحويلية,القاهرة زراعة ذ.م.م
405181391,الجيزة صلب محدودة,R,R9321,0,2011,10000,1115516.0,small,1,R93,R9,,,,الفنون والترفيه والتسلية,الجيزة صلب محدودة
717193472,الجيزة أغذية محدودة,M,M7110,0,2007,10000,3355411.0,medium,1,M71,M7,,,,الأنشطة المهنية والعلمية والتقنية,الجيزة أغذية محدودة
946876362,القاهرة تقنية ش.م.م,A,A0149,1,2021,2035,3979712.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,القاهرة تقنية ش.م.م
815475560,الجيزة صلب ش.ذ.م.م,G,G4763,0,2024,10000,2772200.0,small,7,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة صلب ش.ذ.م.م
875854693,القاهرة كيماويات ش.م.م,G,G4774,0,2024,10000,3486328.0,medium,4,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة كيماويات ش.م.م
451869528,الأهرام منسوجات ذ.م.م,C,C2211,1,2016,10000,12000675.0,medium,9,C22,C2,,,,الصناعة التحويلية,الأهرام منسوجات ذ.م.م
297955077,الدلتا أغذية ذ.م.م,J,J5914,0,2021,10000,4645725.0,medium,1,J59,J5,,,,المعلومات والاتصالات,الدلتا أغذية ذ.م.م
158974362,الإسكندرية لوجستيات محدودة,M,M7120,0,2020,10000,1010673.0,small,9,M71,M7,,,,الأنشطة المهنية والعلمية والتقنية,الإسكندرية لوجستيات محدودة
750621441,الدلتا خدمات ذ.م.م,P,P8550,0,2007,10000,4666489.0,medium,3,P85,P8,,,,التعليم,الدلتا خدمات ذ.م.م
806287867,الإسكندرية لوجستيات ش.ذ.م.م,F,F4100,1,2016,10000,5984810.0,medium,1,F41,F4,,,,التشييد والبناء,الإسكندرية لوجستيات ش.ذ.م.م
124882234,القاهرة تجارة ذ.م.م,K,K6621,0,2006,10000,1824765.0,small,1,K66,K6,,,,الأنشطة المالية وأنشطة التأمين,القاهرة تجارة ذ.م.م
485085551,القاهرة أغذية ذ.م.م,G,G4781,0,2010,10000,155088.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة أغذية ذ.م.م
185993197,سيناء تقنية ش.م.م,G,G4782,0,2012,10000,2671268.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء تقنية ش.م.م
573742079,حورس منسوجات ش.ذ.م.م,G,G4652,0,2020,10000,4831480.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس منسوجات ش.ذ.م.م
678437924,اللوتس أغذية ش.ذ.م.م,G,G4764,0,2012,10000,3469303.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس أغذية ش.ذ.م.م
833169099,الجيزة بلاستيك ش.م.م,N,N8299,0,2024,10000,3030110.0,medium,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الجيزة بلاستيك ش.م.م
468064379,حورس زراعة محدودة,M,M6910,0,2008,10000,1227140.0,small,1,M69,M6,,,,الأنشطة المهنية والعلمية والتقنية,حورس زراعة محدودة
247364081,مصر زراعة ذ.م.م,I,I5520,0,2010,10000,2916168.0,small,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,مصر زراعة ذ.م.م
186546244,مصر خدمات ش.ذ.م.م,K,K6420,0,2007,10000,2276168.0,small,1,K64,K6,,,,الأنشطة المالية وأنشطة التأمين,مصر خدمات ش.ذ.م.م
287171158,النيل خدمات ش.ذ.م.م,G,G4741,0,2012,10000,3816588.0,medium,3,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل خدمات ش.ذ.م.م
293420506,سيناء منسوجات ش.ذ.م.م,G,G4763,0,2006,10000,1075562.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء منسوجات ش.ذ.م.م
641717863,حورس لوجستيات ذ.م.م,B,B0721,1,2011,10000,2227120.0,small,1,B07,B0,,,,التعدين واستغلال المحاجر,حورس لوجستيات ذ.م.م
707903758,القاهرة تقنية ش.م.م,G,G4649,0,2018,2019,1990033.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة تقنية ش.م.م
614173856,الإسكندرية أغذية ذ.م.م,B,B0893,1,2014,10000,1063328.0,small,1,B08,B0,,,,التعدين واستغلال المحاجر,الإسكندرية أغذية ذ.م.م
492531323,الجيزة تقنية ش.م.م,I,I5629,0,2020,10000,2187016.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,الجيزة تقنية ش.م.م
812807861,مصر منسوجات محدودة,G,G4669,0,2019,10000,3067646.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر منسوجات محدودة
813977792,الدلتا صلب ش.م.م,G,G4772,0,2006,10000,2636013.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا صلب ش.م.م
262930312,الأهرام صلب ش.م.م,S,S9523,0,2012,10000,2127238.0,small,1,S95,S9,,,,أنشطة الخدمات الأخرى,الأهرام صلب ش.م.م
632982861,الإسكندرية زراعة محدودة,G,G4771,0,2005,10000,4510839.0,medium,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية زراعة محدودة
793356677,حورس تقنية ش.ذ.م.م,C,C3320,1,2008,10000,11025356.0,medium,5,C33,C3,,,,الصناعة التحويلية,حورس تقنية ش.ذ.م.م
869941553,الدلتا تجارة ذ.م.م,Q,Q8720,0,2011,10000,1956628.0,small,8,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,الدلتا تجارة ذ.م.م
871209491,الدلتا لوجستيات محدودة,G,G4773,0,2015,2024,2826729.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا لوجستيات محدودة
958655335,سيناء بلاستيك ذ.م.م,G,G4663,0,2018,10000,943997.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء بلاستيك ذ.م.م
257258894,الأهرام منسوجات ذ.م.م,C,C2733,1,2011,10000,2672110.0,small,1,C27,C2,,,,الصناعة التحويلية,الأهرام منسوجات ذ.م.م
823660197,سيناء تقنية ذ.م.م,Q,Q8730,0,2013,10000,3810026.0,medium,7,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,سيناء تقنية ذ.م.م
645206447,الإسكندرية بلاستيك ذ.م.م,S,S9601,0,2022,10000,3582993.0,medium,1,S96,S9,,,,أنشطة الخدمات الأخرى,الإسكندرية بلاستيك ذ.م.م
387171041,الأهرام خدمات ش.ذ.م.م,N,N8291,0,2023,10000,2921539.0,small,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الأهرام خدمات ش.ذ.م.م
158432845,اللوتس تقنية ش.م.م,J,J5914,0,2008,10000,1439684.0,small,1,J59,J5,,,,المعلومات والاتصالات,اللوتس تقنية ش.م.م
816215494,الأهرام بلاستيك محدودة,L,L6820,0,2020,10000,3072836.0,medium,1,L68,L6,,,,الأنشطة العقارية,الأهرام بلاستيك محدودة
776842009,النيل كيماويات محدودة,G,G4610,0,2024,10000,4745682.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل كيماويات محدودة
507294050,الإسكندرية تجارة ذ.م.م,G,G4661,0,2012,10000,1915930.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية تجارة ذ.م.م
156699667,القاهرة تقنية محدودة,Q,Q8730,0,2009,10000,3434120.0,medium,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,القاهرة تقنية محدودة
459776612,سيناء بلاستيك محدودة,G,G4741,0,2024,10000,3808706.0,medium,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء بلاستيك محدودة
711939136,الدلتا منسوجات ش.م.م,G,G4762,0,2023,10000,4872544.0,medium,8,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا منسوجات ش.م.م
433906204,الأهرام منسوجات ش.م.م,G,G4781,0,2015,10000,1315675.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام منسوجات ش.م.م
564359326,الأهرام منسوجات ش.ذ.م.م,H,H5022,0,2012,10000,4279531.0,medium,1,H50,H5,,,,النقل والتخزين,الأهرام منسوجات ش.ذ.م.م
789641374,الجيزة بلاستيك محدودة,Q,Q8610,0,2013,10000,4001860.0,medium,8,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,الجيزة بلاستيك محدودة
667536161,النيل لوجستيات ش.ذ.م.م,K,K6611,0,2006,10000,302101.0,small,6,K66,K6,,,,الأنشطة المالية وأنشطة التأمين,النيل لوجستيات ش.ذ.م.م
857581237,حورس تجارة ش.م.م,S,S9603,0,2014,10000,637345.0,small,9,S96,S9,,,,أنشطة الخدمات الأخرى,حورس تجارة ش.م.م
602501995,الدلتا لوجستيات ذ.م.م,G,G4751,0,2021,2027,315507.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا لوجستيات ذ.م.م
967209611,الدلتا تجارة محدودة,J,J5920,0,2021,10000,3560861.0,medium,1,J59,J5,,,,المعلومات والاتصالات,الدلتا تجارة محدودة
210937261,الدلتا صلب ش.ذ.م.م,J,J5820,0,2005,10000,1253971.0,small,1,J58,J5,,,,المعلومات والاتصالات,الدلتا صلب ش.ذ.م.م
623645930,القاهرة منسوجات ذ.م.م,G,G4723,0,2008,2010,1767410.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة منسوجات ذ.م.م
726836757,النيل منسوجات ذ.م.م,H,H5021,0,2022,10000,4757309.0,medium,1,H50,H5,,,,النقل والتخزين,النيل منسوجات ذ.م.م
467670287,النيل صلب ش.م.م,G,G4742,0,2022,10000,1117186.0,small,4,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل صلب ش.م.م
118392796,حورس منسوجات ش.ذ.م.م,G,G4764,0,2010,10000,3927509.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس منسوجات ش.ذ.م.م
323445199,الأهرام خدمات ش.ذ.م.م,C,C2013,1,2009,10000,13132581.0,medium,1,C20,C2,,,,الصناعة التحويلية,الأهرام خدمات ش.ذ.م.م
445360193,حورس صلب ش.م.م,P,P8542,0,2015,10000,437749.0,small,5,P85,P8,,,,التعليم,حورس صلب ش.م.م
144403534,مصر كيماويات ش.ذ.م.م,L,L6810,0,2014,2028,549840.0,small,1,L68,L6,,,,الأنشطة العقارية,مصر كيماويات ش.ذ.م.م
230197729,مصر تجارة محدودة,F,F4290,1,2018,10000,4747752.0,small,1,F42,F4,,,,التشييد والبناء,مصر تجارة محدودة
713519534,الأهرام كيماويات ذ.م.م,R,R9321,0,2006,10000,3132136.0,medium,1,R93,R9,,,,الفنون والترفيه والتسلية,الأهرام كيماويات ذ.م.م
261206588,القاهرة كيماويات ذ.م.م,F,F4329,1,2020,10000,3266042.0,small,1,F43,F4,,,,التشييد والبناء,القاهرة كيماويات ذ.م.م
